Blood Glucose Level,SUGAR price
0,0.0
0.1,0.0
0.2,0.0
0.30000000000000004,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.7999999999999999,0.0
0.8999999999999999,0.0
0.9999999999999999,0.0
1.0999999999999999,0.0
1.2,0.0
1.3,0.0
1.4000000000000001,0.0
1.5000000000000002,0.0
1.6000000000000003,0.0
1.7000000000000004,0.0
1.8000000000000005,0.0
1.9000000000000006,0.0
2.0000000000000004,0.00000000000000008
2.1000000000000005,0.0200000000000001
2.2000000000000006,0.04000000000000012
2.3000000000000007,0.06000000000000014
2.400000000000001,0.0800000000000002
2.500000000000001,0.1000000000000002
2.600000000000001,0.1200000000000002
2.700000000000001,0.1400000000000002
2.800000000000001,0.1600000000000002
2.9000000000000012,0.18000000000000024
3.0000000000000013,0.20000000000000026
3.1000000000000014,0.22000000000000028
3.2000000000000015,0.2400000000000003
3.3000000000000016,0.26000000000000032
3.4000000000000017,0.28000000000000034
3.5000000000000018,0.30000000000000036
3.600000000000002,0.3200000000000004
3.700000000000002,0.3400000000000004
3.800000000000002,0.3600000000000004
3.900000000000002,0.3800000000000004
4.000000000000002,0.4000000000000004
4.100000000000001,0.4200000000000002
4.200000000000001,0.4400000000000002
4.300000000000001,0.4600000000000002
4.4,0.48
4.5,0.5
4.6,0.52
4.699999999999999,0.5399999999999998
4.799999999999999,0.5599999999999998
4.899999999999999,0.5799999999999998
4.999999999999998,0.5999999999999996
5.099999999999998,0.6199999999999996
5.1999999999999975,0.6399999999999995
5.299999999999997,0.6599999999999994
5.399999999999997,0.6799999999999994
5.4999999999999964,0.69999999999999928
5.599999999999996,0.7199999999999992
5.699999999999996,0.7399999999999992
5.799999999999995,0.759999999999999
5.899999999999995,0.779999999999999
5.999999999999995,0.799999999999999
6.099999999999994,0.8199999999999988
6.199999999999994,0.8399999999999988
6.299999999999994,0.8599999999999988
6.399999999999993,0.8799999999999986
6.499999999999993,0.8999999999999986
6.5999999999999925,0.9199999999999985
6.699999999999992,0.9399999999999984
6.799999999999992,0.9599999999999984
6.8999999999999915,0.9799999999999983
6.999999999999991,0.9999999999999982
7.099999999999991,0.990909090909091727
7.19999999999999,0.981818181818182727
7.29999999999999,0.972727272727273636
7.39999999999999,0.963636363636364545
7.499999999999989,0.954545454545455545
7.599999999999989,0.945454545454546455
7.699999999999989,0.936363636363637364
7.799999999999988,0.927272727272728364
7.899999999999988,0.918181818181819273
7.999999999999988,0.909090909090910182
8.099999999999987,0.900000000000001182
8.199999999999987,0.890909090909092091
8.299999999999986,0.881818181818183091
8.399999999999986,0.872727272727274
8.499999999999986,0.863636363636364909
8.599999999999985,0.854545454545455909
8.699999999999985,0.845454545454546818
8.799999999999985,0.836363636363637727
8.899999999999984,0.827272727272728727
8.999999999999984,0.818181818181819636
9.099999999999984,0.809090909090910545
9.199999999999983,0.800000000000001545
9.299999999999983,0.790909090909092455
9.399999999999983,0.781818181818183364
9.499999999999982,0.772727272727274364
9.599999999999982,0.763636363636365273
9.699999999999982,0.754545454545456182
9.799999999999981,0.745454545454547182
9.89999999999998,0.736363636363638182
9.99999999999998,0.727272727272729091
10.09999999999998,0.71818181818182
10.19999999999998,0.709090909090910909
10.29999999999998,0.700000000000001818
10.399999999999979,0.690909090909092818
10.499999999999979,0.681818181818183727
10.599999999999978,0.672727272727274727
10.699999999999978,0.663636363636365636
10.799999999999978,0.654545454545456545
10.899999999999977,0.645454545454547545
10.999999999999977,0.636363636363638455
11.099999999999977,0.627272727272729364
11.199999999999976,0.618181818181820364
11.299999999999976,0.609090909090911273
11.399999999999975,0.600000000000002273
11.499999999999975,0.590909090909093182
11.599999999999975,0.581818181818184091
11.699999999999974,0.572727272727275091
11.799999999999974,0.563636363636366
11.899999999999974,0.554545454545456909
11.999999999999973,0.545454545454547909
12.099999999999973,0.536363636363638818
12.199999999999973,0.527272727272729727
12.299999999999972,0.518181818181820727
12.399999999999972,0.509090909090911636
12.499999999999972,0.500000000000002545
12.599999999999971,0.490909090909093545
12.69999999999997,0.481818181818184545
12.79999999999997,0.472727272727275455
12.89999999999997,0.463636363636366364
12.99999999999997,0.454545454545457273
13.09999999999997,0.445454545454548182
13.199999999999969,0.436363636363639182
13.299999999999969,0.427272727272730091
13.399999999999968,0.418181818181821091
13.499999999999968,0.409090909090912
13.599999999999968,0.400000000000002909
13.699999999999967,0.390909090909093909
13.799999999999967,0.381818181818184818
13.899999999999967,0.372727272727275727
13.999999999999966,0.363636363636366727
14.099999999999966,0.354545454545457636
14.199999999999966,0.345454545454548545
14.299999999999965,0.336363636363639545
14.399999999999965,0.327272727272730455
14.499999999999964,0.318181818181821455
14.599999999999964,0.309090909090912364
14.699999999999964,0.300000000000003273
14.799999999999963,0.290909090909094273
14.899999999999963,0.281818181818185182
14.999999999999963,0.272727272727276091
15.099999999999962,0.263636363636367091
15.199999999999962,0.254545454545458
15.299999999999962,0.245454545454548909
15.399999999999961,0.236363636363639909
15.499999999999961,0.227272727272730818
15.59999999999996,0.218181818181821818
15.69999999999996,0.209090909090912727
15.79999999999996,0.200000000000003636
15.89999999999996,0.190909090909094545
15.99999999999996,0.181818181818185455
16.09999999999996,0.172727272727276364
16.19999999999996,0.163636363636367273
16.29999999999996,0.154545454545458182
16.399999999999963,0.145454545454548818
16.499999999999964,0.136363636363639636
16.599999999999966,0.127272727272730364
16.699999999999967,0.118181818181821182
16.79999999999997,0.109090909090911818
16.89999999999997,0.100000000000002727
16.99999999999997,0.090909090909093636
17.099999999999973,0.081818181818184273
17.199999999999974,0.072727272727275091
17.299999999999976,0.063636363636365818
17.399999999999977,0.054545454545456636
17.49999999999998,0.045454545454547273
17.59999999999998,0.036363636363638182
17.69999999999998,0.027272727272729091
17.799999999999983,0.018181818181819727
17.899999999999984,0.009090909090910545
17.999999999999986,0.000000000000001273
18.099999999999987,0.0
18.19999999999999,0.0
18.29999999999999,0.0
18.39999999999999,0.0
18.499999999999993,0.0
18.599999999999994,0.0
18.699999999999996,0.0
18.799999999999997,0.0
18.9,0.0
19,0.0
19.1,0.0
19.200000000000003,0.0
19.300000000000004,0.0
19.400000000000006,0.0
19.500000000000007,0.0
19.60000000000001,0.0
19.70000000000001,0.0
19.80000000000001,0.0
19.900000000000013,0.0
20.000000000000014,0.0
20.100000000000016,0.0
20.200000000000017,0.0
20.30000000000002,0.0
20.40000000000002,0.0
20.50000000000002,0.0
20.600000000000023,0.0
20.700000000000024,0.0
20.800000000000026,0.0
20.900000000000027,0.0
21.00000000000003,0.0
21.10000000000003,0.0
21.20000000000003,0.0
21.300000000000033,0.0
21.400000000000034,0.0
21.500000000000036,0.0
21.600000000000037,0.0
21.70000000000004,0.0
21.80000000000004,0.0
21.90000000000004,0.0
22.000000000000043,0.0
22.100000000000044,0.0
22.200000000000045,0.0
22.300000000000047,0.0
22.40000000000005,0.0
22.50000000000005,0.0
22.60000000000005,0.0
22.700000000000053,0.0
22.800000000000054,0.0
22.900000000000055,0.0
23.000000000000057,0.0
23.10000000000006,0.0
23.20000000000006,0.0
23.30000000000006,0.0
23.400000000000063,0.0
23.500000000000064,0.0
23.600000000000065,0.0
23.700000000000067,0.0
23.800000000000068,0.0
23.90000000000007,0.0
